Method name,C20,C3,C4,C1,C5,C6,C2,C21,C18,C8,C9,C10,C17,C19,C7,C11,C12,C13,C14,C15,C16,H6,H7,H8,H9,H10,H11,H16,H17,H18,H19,H4,H1,H2,H3,H12,H13,H14,H15,H5,bug-prone
org.apache.calcite.rel.rules.FilterAggregateTransposeRule.canPush,4,20,1,15,3,8,4,7,5,10,3,7,5,3,2,30.0,63.0,19.833333333333332,309.1341075233367,37485.0,0.37335080213398586,0,2,0,0,0,0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,1,bug-prone
org.apache.calcite.rel.rules.FilterCalcMergeRule.onMatch,1,32,3,24,12,18,5,15,2,14,9,5,2,1,1,41.0,108.0,33.38461538461539,578.6156164987531,147827.07692307694,0.9319259496000194,1,0,0,0,0,0,0.07142857142857142,0.0,0.0,0.0,1,1,0,1,0.03125,0.0,0,1.0,1,bug-prone
org.apache.calcite.rel.rules.FilterJoinRule.perform,8,162,18,106,25,85,38,43,145,41,16,25,12,2,3,98.0,479.0,153.45161290322582,3168.446015331185,7203325.612903226,12.432756933886099,6,0,3,0,0,0,0.14634146341463414,0.0,0.018518518518518517,0.0,4,4,2,6,0.024691358024691357,0.012345679012345678,2.0,1.5,3,bug-prone
org.apache.calcite.rel.rules.FilterJoinRule.validateJoinFilters,6,28,0,11,4,6,17,7,3,7,3,4,3,2,4,29.0,57.0,26.71428571428571,276.90491672227165,44158.71428571428,0.41644375969512226,7,0,0,0,0,0,1.0,0.0,0.0,0.0,1,6,1,7,0.5,0.08333333333333333,6.0,7.0,1,bug-prone
org.apache.calcite.rel.rules.FilterMergeRule.onMatch,1,10,2,8,4,6,0,8,1,6,4,2,1,0,1,22.0,51.0,20.0,227.43101255050217,22440.0,0.2651921394412053,10,0,1,0,0,0,1.6666666666666667,0.0,0.1,0.0,2,4,6,10,0.4,0.6,0.6666666666666666,5.0,2,bug-prone
org.apache.calcite.rel.rules.FilterMultiJoinMergeRule.onMatch,1,26,3,21,8,18,2,17,1,7,6,1,1,0,1,38.0,98.0,35.590909090909086,514.2968963174714,132540.54545454544,0.8665186497610758,4,0,1,0,0,0,0.5714285714285714,0.0,0.038461538461538464,0.0,2,4,0,4,0.15384615384615385,0.0,0,2.0,2,bug-prone
org.apache.calcite.rel.rules.FilterProjectTransposeRule.onMatch,7,45,4,34,12,27,7,20,3,16,9,7,4,1,1,62.0,194.0,55.642857142857146,1155.114084215054,669272.2857142858,2.550433316038225,30,3,4,0,0,0,1.875,0.06666666666666667,0.08888888888888889,0.0,7,23,7,30,0.5111111111111111,0.15555555555555556,3.2857142857142856,4.285714285714286,4,bug-prone
org.apache.calcite.rel.rules.FilterRemoveIsNotDistinctFromRule.onMatch,2,27,5,19,8,15,3,13,2,9,6,3,2,1,1,39.0,75.0,30.450000000000003,396.40516641466866,89066.25,0.6647946619025062,6,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,2,3,1,4,0.1111111111111111,0.037037037037037035,3.0,2.0,1,bug-prone
org.apache.calcite.rel.rules.FilterToCalcRule.onMatch,1,16,2,13,9,10,1,12,1,11,8,3,1,0,1,35.0,83.0,30.0,425.7304904064322,87150.0,0.6552248190694159,1,0,0,0,0,0,0.09090909090909091,0.0,0.0,0.0,1,1,0,1,0.0625,0.0,0,1.0,1,bug-prone
org.apache.calcite.rel.rules.IntersectToDistinctRule.onMatch,2,43,7,27,10,22,10,27,3,20,10,10,3,1,1,62.0,168.0,71.875,1000.3049801449952,748650.0,2.748303122125156,2,0,0,0,0,0,0.1,0.0,0.0,0.0,2,2,0,2,0.046511627906976744,0.0,0,1.0,1,bug-prone
org.apache.calcite.rel.rules.JoinAddRedundantSemiJoinRule.onMatch,4,36,5,29,7,22,2,13,4,12,5,7,4,1,1,41.0,107.0,39.54545454545455,573.2580644941349,173485.90909090912,1.0368634112842945,2,0,0,0,0,0,0.16666666666666666,0.0,0.0,0.0,2,2,0,2,0.05555555555555555,0.0,0,1.0,2,not bug-prone
org.apache.calcite.rel.rules.JoinCommuteRule.swap,7,38,1,22,14,15,15,20,2,13,10,3,2,1,2,55.0,146.0,49.96875,844.0785181746004,401249.0625,1.813376983451644,15,0,1,0,0,0,1.1538461538461537,0.0,0.25,0.0,1,1,12,13,0.25,3.0,0.08333333333333333,13.0,1,not bug-prone
org.apache.calcite.rel.rules.JoinProjectTransposeRule.onMatch,4,175,17,133,37,106,25,54,432,70,30,40,13,2,1,136.0,596.0,152.65384615384616,4224.127853385203,1.2373510153846154E7,17.83229984120823,4,2,3,0,0,0,0.05714285714285714,0.011428571428571429,0.017142857142857144,0.0,1,4,0,4,0.022857142857142857,0.0,0,4.0,1,not bug-prone
org.apache.calcite.rel.rules.JoinPushExpressionsRule.onMatch,1,16,3,11,4,7,2,6,3,8,4,4,3,2,1,26.0,52.0,20.357142857142858,244.4228653433368,27522.857142857145,0.30386062204879155,1,1,0,0,0,0,0.125,0.0625,0.0,0.0,2,1,0,1,0.0625,0.0,0,0.5,2,bug-prone
org.apache.calcite.rel.rules.JoinPushTransitivePredicatesRule.onMatch,3,35,6,29,12,24,0,21,5,21,11,10,4,1,1,51.0,184.0,98.18181818181819,1043.7262629227553,921338.1818181819,3.156153557237429,8,0,0,0,0,0,0.38095238095238093,0.0,0.0,0.0,2,6,2,8,0.17142857142857143,0.05714285714285714,3.0,4.0,2,bug-prone
org.apache.calcite.rel.rules.JoinToCorrelateRule.onMatch,1,37,3,33,17,27,1,21,1,22,15,7,1,0,1,70.0,192.0,72.47368421052632,1176.8223392534337,974046.3157894737,3.2754060783041643,10,0,0,0,0,0,0.45454545454545453,0.0,0.0,0.0,2,6,4,10,0.16216216216216217,0.10810810810810811,1.5,5.0,1,bug-prone
org.apache.calcite.rel.rules.JoinUnionTransposeRule.onMatch,2,58,0,54,10,38,4,16,20,34,10,24,9,2,1,55.0,212.0,80.0,1225.648259267228,932800.0,3.182275463300363,0,1,0,0,0,0,0.0,0.017241379310344827,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.calcite.rel.rules.MaterializedViewFilterScanRule.apply,7,26,0,26,13,17,0,17,5,17,10,7,5,4,3,54.0,137.0,43.529411764705884,788.4195877963953,322030.58823529416,1.5660663650473723,4,0,0,0,0,0,0.23529411764705882,0.0,0.0,0.0,3,4,0,4,0.15384615384615385,0.0,0,1.3333333333333333,3,not bug-prone
org.apache.calcite.rel.rules.MultiJoinOptimizeBushyRule.onMatch,16,191,15,157,64,121,19,60,3052,104,56,48,16,3,1,193.0,918.0,223.56164383561642,6969.875560212098,3.96093106849315E7,38.73262534082566,11,0,0,0,0,0,0.10576923076923077,0.0,0.0,0.0,3,6,3,9,0.031413612565445025,0.015706806282722512,2.0,3.0,2,bug-prone
org.apache.calcite.rel.rules.MultiJoinProjectTransposeRule.getRightChild,3,7,0,7,1,4,0,2,2,4,1,3,2,1,1,15.0,24.0,9.625,93.76537429460444,3465.0,0.07632747656714306,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.calcite.rel.rules.MultiJoinProjectTransposeRule.getProjectChild,5,19,1,14,5,7,4,3,3,8,2,6,3,1,3,25.0,55.0,20.1875,255.41209043760983,27757.8125,0.3055874894286508,0,0,0,0,1,0,0.0,0.0,0.0,0.3333333333333333,1,0,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.calcite.rel.rules.ProjectCalcMergeRule.onMatch,3,45,3,35,16,27,7,16,3,19,13,6,3,1,1,54.0,159.0,41.650000000000006,915.0271128439916,357606.9000000001,1.6793813988122246,2,0,0,0,0,0,0.10526315789473684,0.0,0.0,0.0,1,2,0,2,0.044444444444444446,0.0,0,2.0,1,bug-prone
org.apache.calcite.rel.rules.ProjectFilterTransposeRule.onMatch,7,94,7,63,14,48,24,37,56,43,14,29,10,3,1,92.0,327.0,114.23076923076924,2133.2047596306434,3436518.4615384615,7.590863807013073,4,1,0,0,0,0,0.09302325581395349,0.010638297872340425,0.0,0.0,2,4,0,4,0.0425531914893617,0.0,0,2.0,1,bug-prone
org.apache.calcite.rel.rules.ProjectJoinTransposeRule.onMatch,2,81,7,61,19,50,13,22,3,25,14,11,3,1,1,73.0,228.0,72.82608695652173,1411.279999424644,1212117.391304348,3.789441441441732,2,0,0,0,0,0,0.08,0.0,0.0,0.0,1,2,0,2,0.024691358024691357,0.0,0,2.0,1,bug-prone
org.apache.calcite.rel.rules.ProjectMergeRule.onMatch,3,59,4,47,10,35,8,19,21,31,9,22,10,3,1,50.0,224.0,61.625,1264.2237865095383,690200.0,2.6033269558607897,13,2,1,0,0,0,0.41935483870967744,0.03389830508474576,0.01694915254237288,0.0,2,11,3,14,0.1864406779661017,0.05084745762711865,3.6666666666666665,7.0,1,bug-prone
org.apache.calcite.rel.rules.ProjectMultiJoinMergeRule.onMatch,1,27,3,20,7,14,4,14,6,16,7,9,4,2,1,46.0,105.0,40.61538461538462,579.9740053859864,196172.3076923077,1.125392144278063,6,0,0,0,0,0,0.375,0.0,0.0,0.0,2,4,2,6,0.14814814814814814,0.07407407407407407,2.0,3.0,2,bug-prone
org.apache.calcite.rel.rules.ProjectRemoveRule.onMatch,1,14,0,13,4,10,1,10,2,9,4,5,2,1,1,26.0,71.0,31.21428571428571,333.7312199880176,57621.57142857142,0.49728131810276394,7,0,1,0,0,0,0.7777777777777778,0.0,0.07142857142857142,0.0,3,5,2,7,0.35714285714285715,0.14285714285714285,2.5,2.3333333333333335,3,bug-prone
