Method name,C20,C3,C4,C1,C5,C6,C2,C21,C18,C8,C9,C10,C17,C19,C7,C11,C12,C13,C14,C15,C16,H6,H7,H8,H9,H10,H11,H16,H17,H18,H19,H4,H1,H2,H3,H12,H13,H14,H15,H5,bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerMain.initializeAndRun,8,23,2,19,5,13,2,11,4,10,3,7,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,26,1,2,0,0,0,2.6,0.043478260869565216,0.08695652173913043,0.0,4,4,22,26,0.17391304347826086,0.9565217391304348,0.18181818181818182,6.5,3,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerMain.runFromConfig,15,80,6,71,4,60,3,67,66,52,3,49,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0,1,0,0,0,0.9230769230769231,0.0,0.0125,0.0,18,47,2,49,0.5875,0.025,23.5,2.7222222222222223,11,bug-prone
org.apache.zookeeper.server.quorum.QuorumStats.toString,4,21,0,21,4,17,0,8,5,17,5,12,5,2,0,37.0,105.0,27.107142857142858,546.9926033910398,105311.25,0.7433532714563392,0,1,0,0,0,0,0.0,0.047619047619047616,0.0,0,1,0,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumZooKeeperServer.checkUpgradeSession,13,50,3,40,8,29,7,12,16,29,8,21,9,4,1,0.0,0.0,0.0,0.0,0.0,0.0,15,3,0,0,0,0,0.5172413793103449,0.06,0.0,0.0,1,21,0,21,0.42,0.0,0,21.0,1,bug-prone
org.apache.zookeeper.server.quorum.QuorumZooKeeperServer.dumpConf,2,18,1,17,1,15,0,16,1,16,1,15,1,0,1,29.0,104.0,29.45,505.2300234932676,88821.2,0.6635747256158103,5,0,0,0,0,0,0.3125,0.0,0.0,0.0,3,5,0,5,0.2777777777777778,0.0,0,1.6666666666666667,2,bug-prone
org.apache.zookeeper.server.quorum.ReadOnlyRequestProcessor.run,28,56,3,50,5,39,3,14,52,24,4,20,22,4,0,80.0,219.0,85.5,1384.5022527803321,1497960.0,4.363941194045882,21,0,0,0,0,0,0.875,0.0,0.0,0,7,16,5,21,0.2857142857142857,0.08928571428571429,3.2,3.0,6,bug-prone
org.apache.zookeeper.server.quorum.ReadOnlyZooKeeperServer.startup,6,12,0,11,1,8,1,7,2,9,1,8,2,1,0,22.0,41.0,11.375,182.83669636412918,10260.25,0.15739250247390896,6,0,1,0,0,0,0.6666666666666666,0.0,0.08333333333333333,0,3,6,0,6,0.5,0.0,0,2.0,3,bug-prone
org.apache.zookeeper.server.quorum.ReadOnlyZooKeeperServer.shutdown,4,18,3,12,1,9,3,8,2,10,1,9,2,1,0,22.0,40.0,7.800000000000001,178.37726474549189,6864.0,0.12039180576283465,8,1,0,0,0,0,0.8,0.05555555555555555,0.0,0,5,7,1,8,0.3888888888888889,0.05555555555555555,7.0,1.6,5,bug-prone
org.apache.zookeeper.server.quorum.RemotePeerBean.getQuorumAddress,2,3,0,3,1,1,0,3,1,2,1,1,1,0,0,9.0,13.0,5.25,41.20902501875006,614.25,0.02408660119633811,1,0,0,0,0,0,0.5,0.0,0.0,0,1,1,0,1,0.3333333333333333,0.0,0,1.0,1,bug-prone
org.apache.zookeeper.server.quorum.RemotePeerBean.getElectionAddress,2,3,0,3,1,1,0,3,1,2,1,1,1,0,0,9.0,13.0,5.25,41.20902501875006,614.25,0.02408660119633811,1,0,0,0,0,0,0.5,0.0,0.0,0,1,1,0,1,0.3333333333333333,0.0,0,1.0,1,bug-prone
