Method name,C20,C3,C4,C1,C5,C6,C2,C21,C18,C8,C9,C10,C17,C19,C7,C11,C12,C13,C14,C15,C16,H6,H7,H8,H9,H10,H11,H16,H17,H18,H19,H4,H1,H2,H3,H12,H13,H14,H15,H5,bug-prone
org.apache.cassandra.service.StorageService.drain,29,145,22,103,7,78,20,41,41478,81,15,66,21,3,0,0.0,0.0,0.0,0.0,0.0,0.0,76,1,8,0,0,0,0.9382716049382716,0.25,2.0,0,18,52,17,69,13.0,4.25,3.0588235294117645,3.8333333333333335,4,bug-prone
org.apache.cassandra.service.StorageService.setPartitionerUnsafe,20,7,0,7,2,4,0,5,1,5,2,3,1,0,1,15.0,28.0,10.0,109.39293667703852,4200.0,0.08677173319375305,9,0,0,0,0,0,1.8,0.0,0.0,0.0,3,4,2,6,0.5714285714285714,0.2857142857142857,2.0,2.0,2,bug-prone
org.apache.cassandra.service.StorageService.setTokenMetadataUnsafe,4,6,0,6,2,3,0,2,1,4,2,2,1,0,1,7.0,14.0,4.0,39.302968908806456,392.0,0.017854024372542295,2,0,0,0,0,0,0.5,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0,not bug-prone
org.apache.cassandra.service.StorageService.truncate,3,11,0,11,1,4,0,3,2,4,1,3,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.75,0.0,0.0,0.0,1,4,0,4,0.36363636363636365,0.0,0,4.0,1,bug-prone
org.apache.cassandra.service.StorageService.getOwnership,2,17,0,16,6,11,1,12,3,12,7,5,3,2,0,40.0,88.0,56.57142857142857,468.3296723500879,199131.42857142855,1.1366810458750907,31,2,1,2,0,0,2.5833333333333335,0.11764705882352941,0.058823529411764705,0,8,23,6,29,1.3529411764705883,0.35294117647058826,3.8333333333333335,3.625,3,bug-prone
org.apache.cassandra.service.StorageService.effectiveOwnership,5,77,7,58,13,38,12,26,120,43,18,25,13,4,1,0.0,0.0,0.0,0.0,0.0,0.0,48,3,8,1,0,0,1.1162790697674418,0.04411764705882353,0.11764705882352941,0.0,6,35,16,51,0.5147058823529411,0.23529411764705882,2.1875,8.5,3,bug-prone
org.apache.cassandra.service.StorageService.updateSnitch,10,64,8,51,4,31,5,21,144,27,5,22,10,2,5,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0.2222222222222222,0.0,0.0,0.0,1,5,1,6,0.078125,0.015625,5.0,6.0,1,bug-prone
org.apache.cassandra.service.StorageService.calculateStreamAndFetchRanges,4,52,4,38,5,19,12,7,49,24,9,15,9,3,2,33.0,127.0,44.85,640.6380531585236,187966.35,1.0937854722876845,26,0,4,0,0,1,1.0833333333333333,0.0,0.09090909090909091,0.0,3,21,3,24,0.4772727272727273,0.06818181818181818,7.0,8.0,2,not bug-prone
org.apache.cassandra.service.StorageService.bulkLoad,2,11,0,11,1,4,0,3,2,4,1,3,2,1,1,15.0,21.0,8.0,82.0447025077789,2520.0,0.06172755936317168,6,0,0,0,0,0,1.5,0.0,0.0,0.0,5,4,1,5,0.36363636363636365,0.09090909090909091,4.0,1.0,3,bug-prone
org.apache.cassandra.service.StorageService.sampleKeyRange,0,17,1,13,3,8,4,14,6,12,6,6,4,2,0,35.0,73.0,26.0,374.43766023698254,66430.0,0.5467493141287284,2,2,1,0,0,0,0.16666666666666666,0.14285714285714285,0.07142857142857142,0,2,3,0,3,0.21428571428571427,0.0,0,1.5,1,bug-prone
org.apache.cassandra.service.TruncateResponseHandler.get,7,18,1,17,3,7,1,7,4,8,3,5,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,1,0,0,0,0.875,0.0,0.05555555555555555,0,3,8,3,11,0.4444444444444444,0.16666666666666666,2.6666666666666665,3.6666666666666665,1,bug-prone
org.apache.cassandra.service.TruncateResponseHandler.response,3,6,0,6,1,3,0,3,2,4,1,3,2,1,1,12.0,17.0,5.0,60.94436251225966,1020.0,0.03377630931340478,6,0,0,0,0,0,1.5,0.0,0.0,0.0,1,1,0,1,0.16666666666666666,0.0,0,1.0,1,bug-prone
org.apache.cassandra.service.WriteResponseHandler.response,3,5,0,5,1,2,0,2,2,3,1,2,2,1,1,11.0,13.0,3.0,44.97261104228487,429.0,0.018960521289431286,8,1,0,0,2,1,2.6666666666666665,0.2,0.0,2.0,1,0,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.cassandra.service.WriteResponseHandler.ackCount,1,4,0,4,1,1,0,2,1,2,1,1,1,0,0,6.0,6.0,2.0,15.509775004326936,72.0,0.0057689982812296325,4,0,0,0,0,0,2.0,0.0,0.0,0,4,4,0,4,1.0,0.0,0,1.0,2,bug-prone
org.apache.cassandra.streaming.compress.CompressedInputStream.read,8,24,6,18,4,13,0,5,6,14,4,10,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0,1.1428571428571428,0.0,0.0,0,2,13,5,18,1.4444444444444444,0.5555555555555556,2.6,9.0,2,bug-prone
org.apache.cassandra.streaming.compress.CompressedInputStream.decompress,10,20,3,14,2,9,3,12,3,9,2,7,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,7,4,0,0,0,0,0.7777777777777778,0.2,0.0,0.0,5,6,3,9,0.3,0.15,2.0,1.8,5,bug-prone
